VALUE,BPS_CODE,BPS_NAME,PRC_REPLAC,PRC_MIXED,PRC_SURFAC,R,G,B,RED,GREEN,BLUE
630,10532,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna-Xeric,18,47,35,168,120,0,0.658824,0.470588,0
631,10550,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,52,48,-9999,211,255,190,0.827451,1,0.745098
632,10560,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,78,22,-9999,56,168,0,0.219608,0.658824,0
633,10610,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,39,61,-9999,230,230,0,0.901961,0.901961,0
634,10620,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,32,36,32,191,19,230,0.74902,0.07451,0.901961
635,10650,Columbia Plateau Scabland Shrubland,100,-9999,-9999,190,255,232,0.745098,1,0.909804
636,10790,Great Basin Xeric Mixed Sagebrush Shrubland,90,10,-9999,57,194,207,0.223529,0.760784,0.811765
637,10800,Inter-Mountain Basins Big Sagebrush Shrubland,100,-9999,-9999,255,190,232,1,0.745098,0.909804
638,10810,Inter-Mountain Basins Mixed Salt Desert Scrub,100,-9999,-9999,245,202,122,0.960784,0.792157,0.478431
639,11060,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,100,-9999,-9999,137,68,80,0.537255,0.266667,0.313725
640,11230,Columbia Plateau Steppe and Grassland,100,-9999,-9999,235,218,234,0.921569,0.854902,0.917647
641,11240,Columbia Plateau Low Sagebrush Steppe,100,-9999,-9999,132,140,173,0.517647,0.54902,0.678431
642,11250,Inter-Mountain Basins Big Sagebrush Steppe,100,-9999,-9999,255,115,223,1,0.45098,0.87451
643,11260,Inter-Mountain Basins Montane Sagebrush Steppe,100,-9999,-9999,230,0,169,0.901961,0,0.662745
644,11270,Inter-Mountain Basins Semi-Desert Shrub-Steppe,100,-9999,-9999,194,158,215,0.760784,0.619608,0.843137
645,11340,Columbia Basin Foothill and Canyon Dry Grassland,43,57,-9999,205,245,122,0.803922,0.960784,0.478431
646,11350,Inter-Mountain Basins Semi-Desert Grassland,100,-9999,-9999,185,174,211,0.72549,0.682353,0.827451
647,11390,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,81,19,-9999,171,205,102,0.670588,0.803922,0.4
648,11400,Northern Rocky Mountain Subalpine-Upper Montane Grassland,69,31,-9999,167,205,195,0.654902,0.803922,0.764706
649,11420,Columbia Basin Palouse Prairie,100,-9999,-9999,220,220,0,0.862745,0.862745,0
650,11430,Rocky Mountain Alpine Fell-Field,100,-9999,-9999,130,130,130,0.509804,0.509804,0.509804
651,11450,Rocky Mountain Subalpine-Montane Mesic Meadow,80,20,-9999,0,197,255,0,0.772549,1
652,11530,Inter-Mountain Basins Greasewood Flat,100,-9999,-9999,225,225,225,0.882353,0.882353,0.882353
653,11540,Inter-Mountain Basins Montane Riparian Systems,100,-9999,-9999,154,156,117,0.603922,0.611765,0.458824
654,11590,Rocky Mountain Montane Riparian Systems,50,50,-9999,123,124,93,0.482353,0.486275,0.364706
655,11600,Rocky Mountain Subalpine/Upper Montane Riparian Systems,40,60,-9999,49,165,167,0.192157,0.647059,0.654902
656,11610,Northern Rocky Mountain Conifer Swamp,100,-9999,-9999,68,79,137,0.266667,0.309804,0.537255
657,11650,Northern Rocky Mountain Foothill Conifer Wooded Steppe,9,12,79,255,120,0,1,0.470588,0
658,11660,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,24,50,26,214,112,0,0.839216,0.439216,0
659,11670,Rocky Mountain Poor-Site Lodgepole Pine Forest,50,50,-9999,85,255,0,0.333333,1,0
660,10010,Inter-Mountain Basins Sparsely Vegetated Systems,-9999,-9999,-9999,255,255,190,1,1,0.745098
661,10170,Columbia Plateau Western Juniper Woodland and Savanna,38,62,-9999,14,245,98,0.054902,0.960784,0.384314
662,10450,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,12,21,67,200,209,255,0.784314,0.819608,1
663,10470,Northern Rocky Mountain Mesic Montane Mixed Conifer Forest,35,45,20,95,147,229,0.372549,0.576471,0.898039
664,10531,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna-Mesic,6,18,76,168,85,0,0.658824,0.333333,0
665,10550,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,52,48,-9999,211,255,190,0.827451,1,0.745098
666,10560,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,78,22,-9999,56,168,0,0.219608,0.658824,0
667,10610,Inter-Mountain Basins Aspen-Mixed Conifer Forest and Woodland,39,61,-9999,230,230,0,0.901961,0.901961,0
668,10650,Columbia Plateau Scabland Shrubland,100,-9999,-9999,190,255,232,0.745098,1,0.909804
669,10800,Inter-Mountain Basins Big Sagebrush Shrubland,100,-9999,-9999,255,190,232,1,0.745098,0.909804
670,10810,Inter-Mountain Basins Mixed Salt Desert Scrub,100,-9999,-9999,245,202,122,0.960784,0.792157,0.478431
671,11060,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,100,-9999,-9999,137,68,80,0.537255,0.266667,0.313725
672,11230,Columbia Plateau Steppe and Grassland,100,-9999,-9999,235,218,234,0.921569,0.854902,0.917647
673,11240,Columbia Plateau Low Sagebrush Steppe,100,-9999,-9999,132,140,173,0.517647,0.54902,0.678431
674,11250,Inter-Mountain Basins Big Sagebrush Steppe,100,-9999,-9999,255,115,223,1,0.45098,0.87451
675,11260,Inter-Mountain Basins Montane Sagebrush Steppe,100,-9999,-9999,230,0,169,0.901961,0,0.662745
676,11270,Inter-Mountain Basins Semi-Desert Shrub-Steppe,100,-9999,-9999,194,158,215,0.760784,0.619608,0.843137
677,11340,Columbia Basin Foothill and Canyon Dry Grassland,43,57,-9999,205,245,122,0.803922,0.960784,0.478431
678,11350,Inter-Mountain Basins Semi-Desert Grassland,100,-9999,-9999,185,174,211,0.72549,0.682353,0.827451
679,11390,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,81,19,-9999,171,205,102,0.670588,0.803922,0.4
680,11420,Columbia Basin Palouse Prairie,72,-9999,28,220,220,0,0.862745,0.862745,0
681,11530,Inter-Mountain Basins Greasewood Flat,100,-9999,-9999,225,225,225,0.882353,0.882353,0.882353
682,11540,Inter-Mountain Basins Montane Riparian Systems,100,-9999,-9999,154,156,117,0.603922,0.611765,0.458824
683,11590,Rocky Mountain Montane Riparian Systems,50,50,-9999,123,124,93,0.482353,0.486275,0.364706
684,11600,Rocky Mountain Subalpine/Upper Montane Riparian Systems,40,60,-9999,49,165,167,0.192157,0.647059,0.654902
685,11650,Northern Rocky Mountain Foothill Conifer Wooded Steppe,43,14,43,255,120,0,1,0.470588,0
686,10110,Rocky Mountain Aspen Forest and Woodland,100,-9999,-9999,255,255,115,1,1,0.45098
687,10120,Rocky Mountain Bigtooth Maple Ravine Woodland,37,63,-9999,255,211,127,1,0.827451,0.498039
688,10450,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,50,36,14,200,209,255,0.784314,0.819608,1
689,10460,Northern Rocky Mountain Subalpine Woodland and Parkland,39,61,-9999,255,170,0,1,0.666667,0
690,10490,Rocky Mountain Foothill Limber Pine-Juniper Woodland,100,-9999,-9999,102,205,171,0.4,0.803922,0.670588
691,10510,Southern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest and Woodland,12,14,74,190,210,255,0.745098,0.823529,1
692,10520,Southern Rocky Mountain Mesic Montane Mixed Conifer Forest and Woodland,18,37,45,115,149,230,0.45098,0.584314,0.901961
693,10550,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,100,-9999,-9999,211,255,190,0.827451,1,0.745098
694,10560,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,67,33,-9999,56,168,0,0.219608,0.658824,0
695,10620,Inter-Mountain Basins Curl-leaf Mountain Mahogany Woodland and Shrubland,24,46,30,191,19,230,0.74902,0.07451,0.901961
696,10700,Rocky Mountain Alpine Dwarf-Shrubland,100,-9999,-9999,19,118,92,0.07451,0.462745,0.360784
697,10801,Inter-Mountain Basins Big Sagebrush Shrubland-Basin Big Sagebrush,100,-9999,-9999,255,190,232,1,0.745098,0.909804
698,10802,Inter-Mountain Basins Big Sagebrush Shrubland-Wyoming Big Sagebrush,100,-9999,-9999,255,163,180,1,0.639216,0.705882
699,10810,Inter-Mountain Basins Mixed Salt Desert Scrub,100,-9999,-9999,245,202,122,0.960784,0.792157,0.478431
700,10860,Rocky Mountain Lower Montane-Foothill Shrubland,21,79,-9999,137,68,101,0.537255,0.266667,0.396078
701,11060,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,100,-9999,-9999,137,68,80,0.537255,0.266667,0.313725
702,11150,Inter-Mountain Basins Juniper Savanna,18,30,52,137,112,68,0.537255,0.439216,0.266667
703,11240,Columbia Plateau Low Sagebrush Steppe,100,-9999,-9999,132,140,173,0.517647,0.54902,0.678431
704,11260,Inter-Mountain Basins Montane Sagebrush Steppe,100,-9999,-9999,230,0,169,0.901961,0,0.662745
705,11270,Inter-Mountain Basins Semi-Desert Shrub-Steppe,100,-9999,-9999,194,158,215,0.760784,0.619608,0.843137
706,11390,Northern Rocky Mountain Lower Montane-Foothill-Valley Grassland,100,-9999,-9999,171,205,102,0.670588,0.803922,0.4
707,11400,Northern Rocky Mountain Subalpine-Upper Montane Grassland,100,-9999,-9999,167,205,195,0.654902,0.803922,0.764706
708,11430,Rocky Mountain Alpine Fell-Field,100,-9999,-9999,130,130,130,0.509804,0.509804,0.509804
709,11440,Rocky Mountain Alpine Turf,100,-9999,-9999,93,43,29,0.364706,0.168627,0.113725
710,11450,Rocky Mountain Subalpine-Montane Mesic Meadow,100,-9999,-9999,0,197,255,0,0.772549,1
711,11530,Inter-Mountain Basins Greasewood Flat,100,-9999,-9999,225,225,225,0.882353,0.882353,0.882353
712,11590,Rocky Mountain Montane Riparian Systems,100,-9999,-9999,123,124,93,0.482353,0.486275,0.364706
713,11600,Rocky Mountain Subalpine/Upper Montane Riparian Systems,89,11,-9999,49,165,167,0.192157,0.647059,0.654902
714,11610,Northern Rocky Mountain Conifer Swamp,100,-9999,-9999,68,79,137,0.266667,0.309804,0.537255
715,11660,Middle Rocky Mountain Montane Douglas-fir Forest and Woodland,14,86,-9999,214,112,0,0.839216,0.439216,0
716,11670,Rocky Mountain Poor-Site Lodgepole Pine Forest,63,37,-9999,85,255,0,0.333333,1,0
717,10010,Inter-Mountain Basins Sparsely Vegetated Systems,-9999,-9999,-9999,255,255,190,1,1,0.745098
718,10030,North Pacific Sparsely Vegetated Systems,-9999,-9999,-9999,255,240,190,1,0.941176,0.745098
719,10060,Rocky Mountain Alpine/Montane Sparsely Vegetated Systems,-9999,-9999,-9999,78,78,78,0.305882,0.305882,0.305882
720,10080,North Pacific Oak Woodland,3,26,71,255,120,120,1,0.470588,0.470588
721,10180,East Cascades Mesic Montane Mixed-Conifer Forest and Woodland,26,50,24,95,158,180,0.372549,0.619608,0.705882
722,10350,North Pacific Dry Douglas-fir(-Madrone) Forest and Woodland,10,50,40,137,68,68,0.537255,0.266667,0.266667
723,10360,North Pacific Hypermaritime Sitka Spruce Forest,100,-9999,-9999,213,127,227,0.835294,0.498039,0.890196
724,10370,North Pacific Maritime Dry-Mesic Douglas-fir-Western Hemlock Forest,24,76,-9999,222,252,222,0.870588,0.988235,0.870588
725,10380,North Pacific Maritime Mesic Subalpine Parkland,100,-9999,-9999,255,145,0,1,0.568627,0
726,10390,North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest,100,-9999,-9999,170,227,170,0.666667,0.890196,0.666667
727,10411,North Pacific Mountain Hemlock Forest-Wet,32,68,-9999,165,230,252,0.647059,0.901961,0.988235
728,10412,North Pacific Mountain Hemlock Forest-Xeric,56,27,17,114,208,242,0.447059,0.815686,0.94902
729,10420,North Pacific Mesic Western Hemlock-Silver Fir Forest,33,67,-9999,249,189,252,0.976471,0.741176,0.988235
730,10450,Northern Rocky Mountain Dry-Mesic Montane Mixed Conifer Forest,12,21,67,200,209,255,0.784314,0.819608,1
731,10460,Northern Rocky Mountain Subalpine Woodland and Parkland,19,81,-9999,255,170,0,1,0.666667,0
732,10531,Northern Rocky Mountain Ponderosa Pine Woodland and Savanna-Mesic,6,18,76,168,85,0,0.658824,0.333333,0
733,10550,Rocky Mountain Subalpine Dry-Mesic Spruce-Fir Forest and Woodland,52,48,-9999,211,255,190,0.827451,1,0.745098
734,10560,Rocky Mountain Subalpine Mesic-Wet Spruce-Fir Forest and Woodland,78,22,-9999,56,168,0,0.219608,0.658824,0
735,10600,East Cascades Oak-Ponderosa Pine Forest and Woodland,7,4,89,205,102,102,0.803922,0.4,0.4
736,10630,North Pacific Broadleaf Landslide Forest and Shrubland,67,33,-9999,255,247,163,1,0.968627,0.639216
737,10650,Columbia Plateau Scabland Shrubland,100,-9999,-9999,190,255,232,0.745098,1,0.909804
738,10680,North Pacific Dry and Mesic Alpine Dwarf-Shrubland or Fell-field or Meadow,-9999,-9999,-9999,20,125,125,0.078431,0.490196,0.490196
739,10800,Inter-Mountain Basins Big Sagebrush Shrubland,100,-9999,-9999,255,190,232,1,0.745098,0.909804
740,10830,North Pacific Avalanche Chute Shrubland,100,-9999,-9999,255,250,0,1,0.980392,0
741,10840,North Pacific Montane Shrubland,100,-9999,-9999,255,0,197,1,0,0.772549
742,11060,Northern Rocky Mountain Montane-Foothill Deciduous Shrubland,100,-9999,-9999,137,68,80,0.537255,0.266667,0.313725
743,11200,Willamette Valley Upland Prairie and Savanna,4,19,77,215,215,158,0.843137,0.843137,0.619608
744,11230,Columbia Plateau Steppe and Grassland,100,-9999,-9999,235,218,234,0.921569,0.854902,0.917647
745,11240,Columbia Plateau Low Sagebrush Steppe,100,-9999,-9999,132,140,173,0.517647,0.54902,0.678431
746,11250,Inter-Mountain Basins Big Sagebrush Steppe,100,-9999,-9999,255,115,223,1,0.45098,0.87451
747,11260,Inter-Mountain Basins Montane Sagebrush Steppe,100,-9999,-9999,230,0,169,0.901961,0,0.662745
748,11380,North Pacific Montane Grassland,100,-9999,-9999,199,230,158,0.780392,0.901961,0.619608
749,11540,Inter-Mountain Basins Montane Riparian Systems,100,-9999,-9999,154,156,117,0.603922,0.611765,0.458824
750,11560,North Pacific Lowland Riparian Forest and Shrubland,100,-9999,-9999,177,179,125,0.694118,0.701961,0.490196
751,11570,North Pacific Swamp Systems,-9999,-9999,-9999,70,85,137,0.27451,0.333333,0.537255
752,11581,North Pacific Montane Riparian Woodland and Shrubland-Wet,46,54,-9999,188,207,212,0.737255,0.811765,0.831373
753,11582,North Pacific Montane Riparian Woodland and Shrubland-Dry,33,67,-9999,172,194,193,0.67451,0.760784,0.756863
754,11650,Northern Rocky Mountain Foothill Conifer Wooded Steppe,43,14,43,255,120,0,1,0.470588,0
755,11670,Rocky Mountain Poor-Site Lodgepole Pine Forest,50,50,-9999,85,255,0,0.333333,1,0
756,11710,North Pacific Alpine and Subalpine Dry Grassland,100,-9999,-9999,167,195,167,0.654902,0.764706,0.654902
757,11730,North Pacific Wooded Volcanic Flowage,100,-9999,-9999,245,186,157,0.960784,0.729412,0.615686
758,11740,North Pacific Dry-Mesic Silver Fir-Western Hemlock-Douglas-fir Forest,48,52,-9999,217,189,252,0.85098,0.741176,0.988235
759,11780,North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest,-9999,-9999,-9999,215,176,158,0.843137,0.690196,0.619608
760,10080,North Pacific Oak Woodland,3,26,71,255,120,120,1,0.470588,0.470588
761,10150,California Coastal Redwood Forest,7,-9999,93,168,0,0,0.658824,0,0
762,10210,Klamath-Siskiyou Lower Montane Serpentine Mixed Conifer Woodland,5,13,82,245,181,149,0.960784,0.709804,0.584314
763,10220,Klamath-Siskiyou Upper Montane Serpentine Mixed Conifer Woodland,5,13,82,237,139,90,0.929412,0.545098,0.352941
764,10270,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland,3,26,71,158,187,215,0.619608,0.733333,0.843137
765,10280,Mediterranean California Mesic Mixed Conifer Forest and Woodland,6,33,61,84,98,168,0.329412,0.384314,0.658824
766,10290,Mediterranean California Mixed Oak Woodland,3,25,72,220,100,100,0.862745,0.392157,0.392157
767,10300,Mediterranean California Lower Montane Black Oak-Conifer Forest and Woodland,6,27,67,180,80,145,0.705882,0.313725,0.568627
768,10310,California Montane Jeffrey Pine(-Ponderosa Pine) Woodland,6,11,83,167,70,0,0.654902,0.27451,0
769,10320,Mediterranean California Red Fir Forest,14,43,43,255,59,127,1,0.231373,0.498039
770,10350,North Pacific Dry Douglas-fir(-Madrone) Forest and Woodland,10,50,40,137,68,68,0.537255,0.266667,0.266667
771,10360,North Pacific Hypermaritime Sitka Spruce Forest,100,-9999,-9999,213,127,227,0.835294,0.498039,0.890196
772,10370,North Pacific Maritime Dry-Mesic Douglas-fir-Western Hemlock Forest,24,76,-9999,222,252,222,0.870588,0.988235,0.870588
773,10390,North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest,100,-9999,-9999,170,227,170,0.666667,0.890196,0.666667
775,10600,East Cascades Oak-Ponderosa Pine Forest and Woodland,7,4,89,205,102,102,0.803922,0.4,0.4
776,10630,North Pacific Broadleaf Landslide Forest and Shrubland,83,17,-9999,255,247,163,1,0.968627,0.639216
777,11200,Willamette Valley Upland Prairie and Savanna,4,19,77,215,215,158,0.843137,0.843137,0.619608
778,11280,Northern California Coastal Scrub,100,-9999,-9999,148,194,168,0.580392,0.760784,0.658824
779,11310,California Northern Coastal Grassland,100,-9999,-9999,237,240,216,0.929412,0.941176,0.847059
780,11520,California Montane Riparian Systems,55,45,-9999,65,150,167,0.254902,0.588235,0.654902
781,11560,North Pacific Lowland Riparian Forest and Shrubland,100,-9999,-9999,177,179,125,0.694118,0.701961,0.490196
782,11570,North Pacific Swamp Systems,-9999,-9999,-9999,70,85,137,0.27451,0.333333,0.537255
783,11581,North Pacific Montane Riparian Woodland and Shrubland-Wet,46,54,-9999,188,207,212,0.737255,0.811765,0.831373
784,11582,North Pacific Montane Riparian Woodland and Shrubland-Dry,33,67,-9999,172,194,193,0.67451,0.760784,0.756863
785,11700,Klamath-Siskiyou Xeromorphic Serpentine Savanna and Chaparral,7,-9999,93,210,235,0,0.823529,0.921569,0
786,11780,North Pacific Hypermaritime Western Red-cedar-Western Hemlock Forest,-9999,-9999,-9999,215,176,158,0.843137,0.690196,0.619608
787,10010,Inter-Mountain Basins Sparsely Vegetated Systems,-9999,-9999,-9999,255,255,190,1,1,0.745098
788,10020,Mediterranean California Sparsely Vegetated Systems,-9999,-9999,-9999,255,245,215,1,0.960784,0.843137
789,10030,North Pacific Sparsely Vegetated Systems,-9999,-9999,-9999,255,240,190,1,0.941176,0.745098
790,10080,North Pacific Oak Woodland,3,26,71,255,120,120,1,0.470588,0.470588
791,10110,Rocky Mountain Aspen Forest and Woodland,45,55,-9999,255,255,115,1,1,0.45098
792,10170,Columbia Plateau Western Juniper Woodland and Savanna,38,62,-9999,14,245,98,0.054902,0.960784,0.384314
793,10180,East Cascades Mesic Montane Mixed-Conifer Forest and Woodland,26,50,24,95,158,180,0.372549,0.619608,0.705882
794,10190,Great Basin Pinyon-Juniper Woodland,51,49,-9999,115,76,0,0.45098,0.298039,0
795,10210,Klamath-Siskiyou Lower Montane Serpentine Mixed Conifer Woodland,5,13,82,245,181,149,0.960784,0.709804,0.584314
796,10220,Klamath-Siskiyou Upper Montane Serpentine Mixed Conifer Woodland,5,13,82,237,139,90,0.929412,0.545098,0.352941
797,10270,Mediterranean California Dry-Mesic Mixed Conifer Forest and Woodland,3,26,71,158,187,215,0.619608,0.733333,0.843137
798,10280,Mediterranean California Mesic Mixed Conifer Forest and Woodland,12,37,51,84,98,168,0.329412,0.384314,0.658824
799,10290,Mediterranean California Mixed Oak Woodland,3,25,72,220,100,100,0.862745,0.392157,0.392157
800,10300,Mediterranean California Lower Montane Black Oak-Conifer Forest and Woodland,6,27,67,180,80,145,0.705882,0.313725,0.568627
801,10310,California Montane Jeffrey Pine(-Ponderosa Pine) Woodland,10,16,74,167,70,0,0.654902,0.27451,0
802,10320,Mediterranean California Red Fir Forest,14,43,43,255,59,127,1,0.231373,0.498039
803,10330,Mediterranean California Subalpine Woodland,54,46,-9999,226,194,162,0.886275,0.760784,0.635294
804,10340,Mediterranean California Mesic Serpentine Woodland and Chaparral,37,63,-9999,115,0,76,0.45098,0,0.298039
805,10350,North Pacific Dry Douglas-fir(-Madrone) Forest and Woodland,10,50,40,137,68,68,0.537255,0.266667,0.266667
806,10370,North Pacific Maritime Dry-Mesic Douglas-fir-Western Hemlock Forest,24,76,-9999,222,252,222,0.870588,0.988235,0.870588
807,10380,North Pacific Maritime Mesic Subalpine Parkland,100,-9999,-9999,255,145,0,1,0.568627,0
808,10390,North Pacific Maritime Mesic-Wet Douglas-fir-Western Hemlock Forest,100,-9999,-9999,170,227,170,0.666667,0.890196,0.666667
